"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
1692.409775429483,,,,,0.00007871764050735375
1711.176633715096,,,,,0.0002024133155438481
1729.9434920007088,,,,,0.00046574815906207453
1746.220686265378,0.00008534968871310658
1748.7103502863217,,,,,0.0009589771800816535
1761.209761887093,,,,0.00010359486657502965
1763.529276680336,0.00021946686107088558
1767.4524331350049,,,0.00007917145740435855
1767.4772085719346,,,,,0.00176689383804158
1775.4699550107493,,,,0.0002663822274349742
1780.8378670952939,0.0005049879561740327
1786.1117183422266,,,0.00020358025324905186
1786.2440668575475,,,,,0.0029131154538481396
1789.7301481344057,,,,0.0006129390830902049
1798.1464575102518,0.0010397720672953403
1803.990341258062,,,,0.001262043836410182
1804.7710035494483,,,0.0004684332545879251
1805.0109251431604,,,,,0.004297837546675563
1815.4550479252098,0.001915756596539103
1818.2505343817184,,,,0.0023252873209158565
1823.43028875667,,,0.0009645058016886985
1823.7777834287733,,,,,0.0056739741349824836
1827.7873554269659,,0.00009300111072503147
1832.5107275053747,,,,0.0038337506664832877
1832.7636383401677,0.003158548650198105
1842.0895739638918,,,0.0017770801987321695
1842.5446417143862,,,,,0.0067030084266919265
1843.671927046192,,0.0002391416085363455
1846.770920629031,,,,0.005656088067927037
1850.0722287551257,0.004659935109640353
1859.556498665418,,0.0005502590757514638
1860.7488591711135,,,0.00292990992338974
1861.0311137526874,,,,0.007467126678025552
1861.3114999999991,,,,,0.007085936181217731
1867.3808191700837,0.006152012726318166
1875.2913068763437,,,,0.008821367855272346
1875.4410702846442,,0.0011329854697464282
1879.4081443783352,,,0.004322615109705901
1880.078358285612,,,,,0.006703008426691999
1884.6894095850416,0.007267744294317952
1889.5515,,,,0.009325312706544499
1891.3256419038703,,0.002087500189436378
1898.067429585557,,,0.005706685295010088
1898.845216571225,,,,,0.005673974134982605
1901.9979999999996,0.0076829341353464335
1903.8116931236564,,,,0.008821367855272346
1907.2102135230964,,0.0034417059649143053
1916.7267147927787,,,0.006741652096207418
1917.6120748568378,,,,,0.004297837546675702
1918.0718862473127,,,,0.007467126678025552
1919.3065904149576,0.007267744294317995
1923.0947851423225,,0.005077688596614412
1932.332079370969,,,,0.005656088067927037
1935.3860000000004,,,0.007126787476421852
1936.3789331424507,,,,,0.002913115453848265
1936.6151808299155,0.006152012726318237
1938.9793567615486,,0.006703527867164497
1946.5922724946254,,,,0.0038337506664832877
1953.9237712448735,0.004659935109640434
1954.0452852072222,,,0.006741652096207381
1954.8639283807747,,0.007919282448809782
1955.1457914280636,,,,,0.001766893838041675
1960.8524656182817,,,,0.0023252873209158565
1970.7485000000008,,0.008371693195229561
1971.2323616598314,0.003158548650198179
1972.7045704144439,,,0.005706685295010026
1973.9126497136765,,,,,0.0009589771800817153
1975.112658741938,,,,0.001262043836410182
1986.633071619227,,0.007919282448809682
1988.5409520747894,0.0019157565965391588
1989.3728518655944,,,,0.0006129390830902049
1991.3638556216656,,,0.0043226151097058305
1992.6795079992894,,,,,0.00046574815906210977
2002.517643238453,,0.006703527867164327
2003.6330449892507,,,,0.0002663822274349742
2005.8495424897474,0.0010397720672953765
2010.0231408288873,,,0.0029299099233896773
2011.4463662849023,,,,,0.00020241331554386553
2017.893238112907,,,,0.00010359486657502965
2018.4022148576792,,0.005077688596614218
2023.1581329047053,0.0005049879561740533
2028.682426036109,,,0.001777080198732121
2030.2132245705152,,,,,0.00007871764050736137
2034.2867864769053,,0.0034417059649141306
2040.4667233196633,0.00021946686107089582
2047.3417112433308,,,0.0009645058016886673
2050.1713580961314,,0.002087500189436245
2057.7753137346212,0.00008534968871311105
2066.0009964505525,,,0.0004684332545879075
2066.0559297153573,,0.0011329854697463525
2081.940501334583,,0.0005502590757514269
2084.6602816577742,,,0.00020358025324904302
2097.825072953809,,0.00023914160853633033
2103.319566864996,,,0.00007917145740435469
2113.709644573035,,0.00009300111072502615